,video_id,video_views,video_likes,video_comments,video_duration
9083,DRFnt9-czLo,203606,2235,118,PT1M15S
9084,kB20oSdQ-AY,81042,1588,251,PT55S
9085,IVKSFZF02D0,1052361,8593,1279,PT7M25S
9086,Bq8KEGXLy40,105133,776,105,PT7M19S
9087,1J5Tsrs7Y3s,720386,5979,460,PT10M5S
9088,SQ4EDwcfjt8,2390813,22834,1659,PT6M2S
9089,LJ1965zGpGM,1105144,12117,1082,PT7M47S
9090,gPdLeIahPZ0,137866,1785,76,PT1M20S
9091,Mmy2eWHa-eg,2583911,22187,2025,PT8M53S
9092,Jh_8oUZVJRk,301263,3112,209,PT6M27S
9093,jKiXthSl6c4,796622,12217,1632,PT4M53S
9094,wvY02SSj450,1018768,12052,838,PT2M40S
9095,yzifh_rMMlw,217786,1815,62,PT35S
9096,d3hlaNwN5_Q,320340,2399,155,PT4M28S
9097,S-9iuEQcJHs,252078,2480,291,PT7M7S
9098,M4zVDtTChkc,129818,1749,59,PT1M57S
9099,6YuI5T-gGlM,1821516,20161,2206,PT10M4S
9100,0w-tJXcE5Fc,189436,1349,132,PT8M18S
9101,SVaOUf8pp28,124589,2815,377,PT1M33S
9102,6KqVk2iQ8pM,789353,7620,448,PT6M28S
9103,vyRwl_YPA8M,277937,3903,130,PT1M26S
9104,jJZ9-ZNM6ns,411577,2551,261,PT10M27S
9105,c-PuwPG4VAY,205988,2879,137,PT4M51S
9106,cBC-1D47pKs,602114,4530,495,PT4M4S
9107,wqMQDiIiHbk,3269915,26621,3100,PT9M45S
9108,zjYmcuN_9iU,335055,2343,257,PT8M15S
9109,dou62XtJSRA,1102119,13242,1026,PT4M35S
9110,7LvQNM_uLIs,375152,2978,242,PT8M28S
9111,pu0rRi5Ut8k,417575,5184,572,PT3M20S
9112,W8CsEqYCg68,1538406,7881,1033,PT5M32S
9113,SoOVIRpizL8,213237,1579,95,PT8M7S
9114,TuKsUM56WKs,469361,5130,308,PT7M49S
9115,y0uqVl6v9iQ,561836,5953,367,PT5M3S
9116,oNiTn06nQn8,273591,1919,123,PT6M27S
9117,jFe501SZkvQ,1141179,9013,1343,PT4M50S
9118,JT2nyuwVYvM,87049,1014,26,PT1M31S
9119,8Zu6pTuZkPU,248462,2295,109,PT7M4S
9120,O_u7QaoJVwc,165408,2299,273,PT8M55S
9121,23d7aImNGig,651111,6245,587,PT5M10S
9122,1bwle462_SQ,194664,1601,122,PT6M40S
9123,wonJ_gfu9ms,147202,1293,72,PT4M56S
9124,uuj26sIapvU,103255,948,32,PT2M3S
9125,oCbV5uxFY6s,190658,1842,91,PT5M43S
9126,GTRUS4wSf8o,677952,7092,496,PT7M24S
9127,2RqPeAjHDm4,55180,938,59,PT1M17S
9128,JOh1FhdstaU,824196,8326,956,PT6M11S
9129,0C-ryuPII08,1943270,31446,1950,PT3M39S
9130,xRkoRHiSsTY,4128506,29050,1740,PT6M5S
9131,nLt2hPklBrE,194656,3476,61,PT38S
9132,nIKWOQjqlok,1981210,30432,1163,PT6M1S
9133,jiMUoVjQ5uI,22285261,220889,18267,PT9M4S
9134,Z2B5ZihFnOc,99769,1213,67,PT6M35S
9135,aaG8fMy61t8,538765,5861,241,PT7M50S
9136,ISqEo8fwR5c,215845,2742,345,PT6M53S
9137,yyfOyQqeYJ4,134221,1655,64,PT44S
9138,cgRZx1eQHWs,1083926,13482,359,PT4M
9139,byP7XvzFqRc,2958909,32380,3990,PT11M5S
9140,OgJbo94Z1pk,443813,5511,577,PT4M9S
9141,JP27HV_KbPA,913864,6723,387,PT6M2S
9142,BczoM_4eRHs,369723,4397,246,PT4M16S
9143,rs8L4nPiWWk,155052,2257,82,PT3M39S
9144,oO7KrBgGTRo,799996,6329,385,PT10M9S
9145,hhH9WUlTZPo,215328,2689,139,PT1M58S
9146,c4uzogfisBA,434497,4616,452,PT4M36S
9147,X_kCtYg3Kbw,96957,1626,94,PT5M57S
9148,4eaJ3J9sq_s,126685,1573,94,PT1M48S
9149,2csL0A-dRhY,507686,5110,968,PT8M5S
9150,uOZjTWh4vTQ,315731,4488,284,PT6M57S
9151,vJQ7qlbCIeY,2035323,17405,1270,PT8M24S
9152,tsJ9p2tSA-k,187989,2072,151,PT31S
9153,qhBs6xwRyME,534183,5558,533,PT3M44S
9154,kju-RBcUkWk,586938,6398,490,PT4M20S
9155,e1_x1GV5HSg,306623,3604,207,PT8M37S
9156,mdlGTTCUzv4,126778,1864,106,PT2M
9157,WHKOJgUDRDM,1674268,22073,830,PT4M40S
9158,Rd720eKuy-U,195305,2074,155,PT7M40S
9159,eLNpZM0JClM,395690,4354,331,PT5M26S
9160,c9zr0wX6jN8,161391,2499,90,PT3M6S
9161,UbPbCGnUj5g,2173289,19674,842,PT4M55S
9162,Jupi4gVrx_c,133818,1033,55,PT2M16S
9163,HrqNJi6nUxI,123134,1181,32,PT1M5S
9164,FTjR3x5Tpa4,463675,3829,468,PT7M1S
9165,plEJkGmS6tU,324471,3382,237,PT4M1S
9166,g0xj_sH4eBU,242352,2941,363,PT4M40S
9167,d2jJnI6IVqo,3666838,77373,1426,PT1M53S
9168,7Bz4n7N0QsM,498089,6655,455,PT5M35S
9169,3bREysjf7nA,3925978,82354,3763,PT8M21S
9170,2GDM772Ro-8,977669,9570,1298,PT7M55S
9171,yjH-6ZhYelY,296571,2242,258,PT7M12S
9172,F5AZOorSy5M,703246,7920,568,PT7M48S
9173,rivqg0v4cMQ,215029,2460,88,PT4M1S
9174,h27IhaplH78,203963,1539,168,PT5M53S
9175,c5nvWyVubK8,353553,3436,286,PT4M46S
9176,84uZGqvxbWE,113560,1210,69,PT1M8S
9177,12rVGxL7HhM,194301,1997,88,PT2M15S
9178,j5qNGlUuuzI,204680,513,24,PT16S
9179,JejJehmoS4A,779019,578,25,PT16S
9180,y8K6y15j8E0,173475,4744,242,PT40S
9181,GpltccSKHu8,735168,8149,400,PT10M6S
9182,i9uYTZX0Nnk,928037,6558,630,PT4M8S
9183,MDtgawKQa74,157387,2140,93,PT2M8S
9184,Fn-K-tEqFwY,961901,8976,925,PT6M1S
9185,BS4QtYmANu8,1023429,7721,820,PT7M27S
9186,0AVdESwWFXA,133159,1431,126,PT7M15S
9187,l9yovLvB6i4,639130,9809,504,PT3M43S
9188,OAMKtLYs0jI,315932,4850,328,PT6M34S
9189,j0fVkI7Wx3Y,1187849,7003,1185,PT10M1S
9190,fwb2WHEAAb0,119254,1176,52,PT53S
9191,d1pQb9IfVGE,222585,1844,159,PT7M3S
9192,S3GDVqcg2mc,2567850,8830,2598,PT8M15S
9193,-kVXz4XCJts,1151971,11994,1986,PT4M21S
9194,4kQ39Z_3cK0,1402162,13881,920,PT6M41S
9195,kc0Z19xlvvQ,356444,3577,201,PT2M46S
9196,i42jW3xaY28,225266,1879,321,PT5M47S
9197,cedwwL7kCSg,822388,10527,808,PT2M5S
9198,K6PckZbmyW8,354699,3972,787,PT2M40S
9199,JNUNCAH7R_o,220816,2363,191,PT6M20S
9200,DcWRmCcP_ZE,120118,1086,88,PT4M40S
9201,AhKuNYocz_M,503731,5259,660,PT5M3S
9202,lc3vVjkco_4,112526,2624,296,PT25M45S
9203,1flSzZfC8iQ,63202,1488,78,PT3M24S
9204,eDyEGP0FhcQ,2965196,21229,2037,PT9M47S
9205,NERgyfqZdPA,138734,951,77,PT9M16S
9206,MycW6cQ2AFk,1324405,9527,970,PT5M10S
9207,C0g5RjQ7cRE,132907,1190,76,PT6M11S
9208,LF76ngz-lmQ,56114,1042,67,PT1M46S
9209,optpI77k7DI,163287,1210,226,PT8M32S
9210,h0sf2B3L1aA,128882,1419,59,PT37S
9211,bv92sVmFQYw,183238,1296,135,PT6M22S
9212,_wIcelz4W-Q,511039,4582,351,PT5M36S
9213,O61wJPNJgZQ,1959796,42839,1425,PT5M56S
9214,9-uCGMszFo4,208564,1958,71,PT2M58S
9215,TBPIMXdTJ7E,125575,2878,91,PT1M23S
9216,nLj61l6h80U,258121,2948,242,PT1M31S
9217,fRMelI_pWGQ,166675,1819,375,PT3M
9218,SPH43wiZTms,2411624,20481,4904,PT8M46S
9219,MRUXdKvxDag,485564,2417,260,PT8M3S
9220,AJETZ--_eII,183069,2075,242,PT2M19S
9221,-0Oaw3WWJuQ,843026,7760,1029,PT10M17S
9222,xo2uyoy49jU,171433,5533,534,PT50S
9223,-c47aCHgi38,182564,1860,172,PT9M41S
9224,tfw-kG7fZgo,1054070,9835,1178,PT4M12S
9225,_Vv8KPMMJqE,665818,5622,1055,PT4M26S
9226,MDYbVArQ8xg,107784,1102,70,PT6M4S
9227,8ihzTKiKGz0,152132,2767,81,PT53S
9228,6ATwisIrtfg,319570,5822,616,PT8M19S
9229,5FIhA3ubMD0,176480,2144,78,PT3M5S
9230,PKfvHB_4vcg,113083,1684,52,PT52S
9231,4qG2Eylvwxg,232286,2869,383,PT3M14S
9232,gRrqHPi_8Kk,592460,6978,224,PT6M28S
9233,Z4YsKI9jMjg,1583385,12904,1257,PT4M57S
9234,RUl5sPvS5zg,616562,5916,355,PT5M14S
9235,GZnnXtImnGA,206300,1696,155,PT5M53S
9236,G5Ga0jD-HfI,1724178,15056,440,PT7M19S
9237,lmafK67l428,99282,1393,71,PT2M44S
9238,qe--y0apjcU,3677405,56011,1870,PT8M19S
9239,iPxxexp2HAg,186239,1527,75,PT1M3S
9240,UjFKpIq4ixM,972237,8080,890,PT4M37S
9241,KP0kmCBDsFY,461897,4354,374,PT2M43S
9242,Arfpvkafpag,2980080,31049,3939,PT9M5S
9243,9EoQNh28Kh8,1091260,8078,575,PT8M13S
9244,xY8MVt_skpg,170038,2480,130,PT3M46S
9245,msSyAnuw614,729365,13878,1211,PT10M1S
9246,kPhVeZD6rMs,167697,1165,116,PT6M11S
9247,Wf-G0iELjvo,1231387,14281,782,PT6M44S
9248,3JkdP0LuqU4,211345,1905,151,PT5M12S
9249,2F61ATKRhVU,100753,939,64,PT41S
9250,-WmO4oieA9E,1541794,9169,809,PT4M16S
9251,Psp5yAhrv2k,224216,2770,299,PT5M37S
9252,u5R358J3OMM,211054,1985,89,PT53S
9253,nblUGPsVD-g,981873,9475,1073,PT10M6S
9254,cGFpgtt-hkM,336591,2480,165,PT5M45S
9255,VdNxXteKvUM,501985,4694,964,PT8M27S
9256,8iy-_RO1HSc,220794,1978,268,PT8M12S
9257,QHWo2eW45Mw,167519,3592,420,PT1M17S
9258,N-4HfayiQkk,124302,2950,337,PT11M10S
9259,nFTmNR8pcvY,1107002,9397,1097,PT7M34S
9260,i9Q8fm1Dvyc,398362,4981,463,PT5M25S
9261,gAslqlQXRs4,135151,1493,39,PT54S
9262,dd5jeoJq_IY,410982,2931,181,PT4M52S
9263,X2ZBVw4nTGs,1482944,21480,1223,PT7M24S
9264,8O6P7eBHfDY,1292151,9593,1782,PT6M13S
9265,b_aQj05VC_I,1975745,15644,1718,PT8M4S
9266,vRnTWndHmxI,147730,1616,134,PT41S
9267,nKirqMKrsso,691546,11945,656,PT7M39S
9268,e1nOQbnZTIk,204740,1921,289,PT7M28S
9269,Odg0tP1Ulcg,984060,7240,1592,PT8M28S
9270,zsHpdYtV82c,48122,818,48,PT58S
9271,OwsRI8or-c4,623508,13953,433,PT2M27S
9272,RsfNUN7S-nw,800336,7136,1102,PT6M38S
9273,sUffop9NpJo,1951805,13304,789,PT1M51S
9274,l2fQHh0sfMo,705412,3756,499,PT3M56S
9275,FpJhnZ3davU,212545,1848,82,PT7M28S
9276,FoXa7Xpr4Wk,1375236,12707,1760,PT5M7S
9277,CQDQQyxHmzI,138686,1242,100,PT5M16S
9278,4VibmNNLi1c,2451519,10099,1180,PT5M16S
9279,gqTVbI4wM-4,284513,3830,539,PT9M44S
9280,rn4QCjAdsr8,275910,2876,286,PT4M17S
9281,xs8O-MFu4yU,666017,11380,2403,PT6M42S
9282,iMQNAdDAXpU,10792318,82451,4811,PT10M43S
9283,ddvMod4iN7o,284458,3351,111,PT3M43S
9284,_gOqO75ZOdw,737681,14294,564,PT5M31S
9285,IVQ-XvKmdb0,379691,4177,178,PT4M42S
9286,4QKnHDrvbV0,298963,2197,143,PT6M4S
9287,CjRxGBEzAxQ,80551,1291,91,PT1M56S
9288,zt438b1qcS4,610982,4311,160,PT3M8S
9289,owEDItHc7J8,646916,5764,487,PT7M54S
9290,OewzsLjzYtM,186059,1892,172,PT2M26S
9291,jesvxYy_u8g,542627,2609,348,PT2M2S
9292,gGgR0bcPsyw,403324,7752,556,PT6M27S
9293,duue6VhE-8M,479169,4434,489,PT2M57S
9294,aOklqvyyDyg,630811,4773,257,PT5M1S
9295,8UOKh00-GuY,641399,6380,652,PT3M31S
9296,dFRIjR-yimI,1402043,27827,1603,PT2M54S
9297,ztMZ04GUXqE,2015723,20992,2175,PT7M32S
9298,e7XdPSeDh4g,920896,5737,613,PT6M48S
9299,UDhnyVDw9ls,644258,8060,449,PT5M35S
9300,RHzc_1FQ_0U,436160,4591,651,PT5M54S
9301,OTjHiK3zQ2E,488868,4990,695,PT6M22S
9302,0_ZAmTg0fyI,209590,2123,163,PT1M4S
9303,q6184bvZwuo,388609,4916,425,PT6M48S
9304,xdCTNas_YwQ,3158652,27140,1752,PT8M43S
9305,vrFzlnA1HNs,1013418,11626,464,PT8M10S
9306,q9W_Dga8s1c,213346,2343,99,PT57S
9307,hsVzVlLdqfo,3112580,35482,6037,PT8M1S
9308,55VjFJj_SDA,784175,9107,566,PT1M55S
9309,nPOl1ek203o,354103,5995,157,PT1M56S
9310,k97epq6anvQ,659298,5778,673,PT3M19S
9311,a8-LLNJWaQc,208671,3367,101,PT3M5S
9312,UefMgcJ81Mk,4778693,53614,2137,PT7M
9313,UcSV2MkFENk,1713436,15773,1381,PT4M48S
9314,Oh4BUE0c6FQ,415133,4795,242,PT1M19S
9315,MnQoE3s7J7g,2336470,22456,1494,PT5M45S
9316,5myd0ODMeZw,533369,7108,423,PT9M15S
9317,5n9JnT6BFKE,111661,937,882,PT28M6S
9318,Iq3dPYKsVP0,79832,651,243,PT59M23S
9319,uBrhpjBGiIA,461758,4463,374,PT1M12S
9320,cr38l5VatHo,268391,2833,253,PT1M57S
9321,TfKWaP4CAP0,219536,1371,330,PT10M4S
9322,KT1SesX892Q,675463,3853,835,PT3M47S
9323,7PIIjnHE90c,5868335,92603,3805,PT6M54S
9324,YT0HY1p-e4A,212141,2999,336,PT2M52S
9325,ZY7-e5n9ly8,849558,7363,1362,PT9M37S
9326,yjIpN4n_hpw,121561,2446,333,PT2M29S
9327,0yMbxik8COQ,76302,437,91,PT23M27S
9328,zSKfnuHQHLI,633141,5436,558,PT6M20S
9329,l56Lf6OZwwA,172083,2010,161,PT2M17S
9330,NONMleUjZ04,624221,6691,315,PT1M24S
9331,DW2umNQrQU0,630673,4988,877,PT5M26S
9332,6sXZfaYl434,703939,8192,2078,PT6M19S
9333,R4jYBKg-7_8,3526484,31877,1297,PT6M46S
9334,LvkFkzpVYJ4,3230834,25920,3895,PT6M46S
9335,Rxf8-E2v9og,681778,13920,1133,PT50S
9336,oiNq-9WGcCQ,125967,985,132,PT42M30S
9337,tvtxM8YHhXI,573675,4706,893,PT4M53S
9338,rZLwPui5TQk,1119073,17998,899,PT4M55S
9339,cnzlTpTOaVc,2175513,10855,1137,PT7M49S
9340,OAyU9R8PXZw,157880,1909,132,PT1M50S
9341,CXIobYXotpY,219662,2397,663,PT5M10S
9342,9duiLguOSJk,278941,4475,219,PT1M43S
9343,n7j11BfBhxw,1516568,16403,2678,PT6M53S
9344,DkCYtJbY_L0,129219,624,230,PT1H27S
9345,xe16hEvUDJ8,800675,14535,498,PT2M32S
9346,fMQuTlQPh20,309345,4270,130,PT3M25S
9347,2fmmLZwc_g4,436487,3904,482,PT8M10S
9348,RvO3qV8kNVA,1016187,9476,1857,PT6M11S
9349,Ec7KlsBg7vo,183376,1263,719,PT6M35S
9350,gH4iSF96tFY,1610796,28654,2140,PT7M53S
9351,YXdn6yeAdPM,866670,13776,1501,PT4M11S
9352,nlZZEyAF7FE,309108,3020,124,PT1M33S
9353,odQpvZvWQ_U,143084,2335,113,PT5M30S
9354,jNjLwATJTns,687545,9564,437,PT8M33S
9355,2tp2mnvgK1U,355930,2849,300,PT5M49S
9356,hPPh_s3x32o,128012,2584,231,PT1M51S
9357,ex9oWcQWkd0,1142529,8931,2489,PT4M38S
9358,_4ceaq09SRM,670966,5443,392,PT6M36S
9359,VJfLCc8zN30,1330104,10121,1498,PT8M28S
9360,G8eF3KhBPCM,602971,5574,1018,PT4M13S
9361,3RKka0sRh9c,252701,2010,307,PT50S
9362,mNiqpBNE9ik,18845344,184853,15825,PT13M31S
9363,AM1m9F-ymn4,78883,747,259,PT1H36M55S
9364,SIFPAhS-iL0,67351,493,283,PT33M28S
9365,MUbsdwQxgeA,97794,963,263,PT6M34S
9366,3zrGyo8mawc,616445,5885,422,PT5M26S
9367,1XIJR0EnLWA,4278871,47120,4001,PT5M35S
9368,jTZQJkMhtpw,238777,2186,235,PT6M
9369,hryo7tdgB0Q,773868,8467,780,PT5M45S
9370,THcSvUArccI,1285274,10831,790,PT6M7S
9371,KzqMzX4_1Eg,3870040,20965,3565,PT4M53S
9372,4UJpyyv0HH4,130103,1714,161,PT7M26S
9373,An2eb6dKPps,1182363,8189,1286,PT3M4S
9374,SIXiy31eZho,91485,1549,397,PT1H9M10S
9375,iWNr9AlI4Bg,768781,8417,343,PT5M18S
9376,oCSYosISo0M,1388304,11800,971,PT4M7S
9377,kYO4jIyshus,378880,3578,251,PT6M29S
9378,b1OwfhYfay4,332393,3360,197,PT2M10S
9379,rD6YmQdmTiY,657235,6537,490,PT6M49S
9380,CBGiqD8slsQ,970872,8875,567,PT3M32S
9381,Wh1wctQNKRM,10426036,89956,9041,PT4M27S
9382,Y5K_n8Cck-k,224754,2436,619,PT2H4M46S
9383,VoFd8FdiEVQ,732275,7665,626,PT3M38S
9384,2sIRp28rT7g,232830,2454,107,PT2M27S
9385,ahChgL85VF8,1116136,16793,851,PT3M13S
9386,U0VdoFbYHLk,124207,1222,88,PT2M53S
9387,MLuOTKu4lnk,268751,2101,144,PT3M59S
9388,fM3ryY7mgPI,1747894,12962,1243,PT7M39S
9389,NqOTxl3Bsbw,3811786,38238,2458,PT6M9S
9390,-GFVKMTJUos,5941357,60092,4177,PT4M15S
9391,WFjDBvRxcbM,2454189,40945,1788,PT4M26S
9392,6BXER-XgSvY,123095,1838,131,PT1M40S
9393,vw35FSq_Fjs,244923,1409,235,PT7M11S
9394,upK4EN9X-Xw,117828,1639,42,PT53S
9395,u9OFpBIoobE,225946,1523,273,PT7M16S
9396,kAlzdbA159g,233810,1627,68,PT2M15S
9397,_S3078w7X9Y,239408,3077,293,PT2M42S
9398,RDbsZhbQsHc,122386,1946,776,PT6M53S
9399,Naly_hXEpwk,148012,1828,108,PT3M46S
9400,7j1dwvjZKLo,176656,1602,82,PT1M27S
9401,7_Eqy_NWdaA,210379,2607,333,PT4M53S
9402,y4_WlfRjXXs,193669,2484,97,PT4M13S
9403,ijeJuWFNS28,144698,1600,80,PT31S
9404,BbTsXmIXtkE,77306,896,44,PT2M46S
9405,XFfiwH1M6HA,3381688,20628,2716,PT6M34S
9406,-tb8veFt0Ng,563481,4603,540,PT4M22S
9407,pXvVnvQOMQ0,2543833,29646,6485,PT8M27S
9408,DZOiiL64Cko,681755,6256,743,PT3M26S
9409,9OHlCyZ1nRw,141647,2021,182,PT1M52S
9410,C90-yJjXR0g,200043,1737,389,PT2M7S
9411,7dAxDMYOxMY,360666,3960,622,PT3M44S
9412,-rSH6KKuFbQ,215662,1672,42,PT2M7S
9413,rZ7nW5CyqHM,783756,13148,244,PT1M51S
9414,ma14UQxkyNI,189875,1871,210,PT1M54S
9415,gkVBmH2aEqw,148610,1085,83,PT5M30S
9416,TDzlePnt0hY,620291,5349,551,PT5M56S
9417,8T5OHgnpsAU,106675,866,123,PT5M56S
9418,5ylk9Huifxc,156139,2404,162,PT58S
9419,bZSO8sLi37Q,98925,544,185,PT2M44S
9420,NiaV3t2qZ7M,115876,979,44,PT1M52S
9421,N2XAJ1O1FKI,272300,1526,87,PT4M23S
9422,tddgmvi6ngA,144886,1228,164,PT2M37S
9423,yo05mizV6Dg,208583,2274,261,PT1M32S
9424,NnLznWYHPpM,1324326,14285,3080,PT6M58S
9425,JeOIDausJXY,79271,874,68,PT1M19S
9426,DAwvHJqJir4,78622,602,45,PT1M49S
9427,KjMS50yH024,695713,8208,1362,PT2M54S
9428,6pWtS8UNFiM,114630,1399,152,PT1M57S
9429,z8_L2cOKLUk,159479,935,69,PT45S
9430,f-mot57a92U,337414,4224,454,PT3M47S
9431,_-LTh56_koU,274318,4702,236,PT4M43S
9432,ZIOkqogxCxI,96129,553,70,PT4M51S
9433,WO1wJ5m4Aug,300087,3938,207,PT5M19S
9434,6p2BfeDhfN8,144977,1388,61,PT3M54S
9435,YyG-L-fHb0A,125071,1071,105,PT1M52S
9436,82kzg18-z3w,519079,8268,451,PT2M16S
9437,jvLwpnn1F4Y,703256,11480,963,PT6M41S
9438,eF9oVXz3wIc,127569,1469,66,PT3M18S
9439,_g0M6tgJhhc,277718,2580,150,PT4M21S
9440,YKAYvB86xRg,266642,2943,403,PT6M40S
9441,X8tEIOV5fMk,268130,4025,248,PT3M8S
9442,ULBH3A8DjPM,741176,5755,740,PT5M34S
9443,OnyKVbXbKMo,179476,1863,63,PT1M19S
9444,cboRhPKfSyg,290713,3451,359,PT1M32S
9445,EXErpXxR9c8,187096,1964,105,PT1M32S
9446,zGO7iIUzw4E,240911,3089,308,PT1M30S
9447,tqKEhVk77u8,91988,1120,47,PT38S
9448,soyCirEVqvc,87735,862,99,PT4M37S
9449,pSnZscDEKtA,64730,721,57,PT2M9S
9450,fVcfuhg0RTI,632343,5471,405,PT5M38S
9451,YI1IRb_NE2U,202092,1755,103,PT3M23S
9452,L9WBVULoic0,1081274,11856,722,PT7M
9453,3RGcOKZXCd8,186914,984,163,PT2M2S
9454,OZVsagpquy4,389818,3786,448,PT4M4S
9455,H-kMTtNO7fs,198570,2181,505,PT1M21S
9456,xPJUtSQuvQE,40406,278,16,PT1M47S
9457,pGrNwtHxMqs,95321,1153,68,PT41S
9458,jMhZb-dbjsE,464415,5792,252,PT5M16S
9459,Y_i3FVGmo2g,143205,1518,98,PT3M41S
9460,He7PYL2LX2s,644584,6365,832,PT4M48S
9461,8aid9TYh52A,323286,2570,187,PT6M8S
9462,5snoT-lkwXU,68161,465,33,PT4M10S
9463,RI8RyhCl2c4,945524,9499,1148,PT3M5S
9464,NMhBSeGP6g8,99275,828,91,PT3M32S
9465,wIYJxDGvYA4,258017,1524,153,PT7M45S
9466,eKXJxLFj0cI,3069640,22332,3980,PT5M47S
9467,UDQhrqnb3CY,348149,2295,253,PT2M29S
9468,Sqkxc62Y7L0,66293,353,47,PT1M45S
9469,RQgs3qNOZT4,43196,358,21,PT2M
9470,Gq46SVuHfsA,199003,685,131,PT4M38S
9471,FIqzINSNz-Y,152988,1794,166,PT1M56S
9472,20jS_ogmhuc,109533,990,78,PT27S
9473,z_8ovFv8g0w,572593,3823,223,PT2M36S
9474,u0yfK53rUc8,186904,1716,156,PT3M23S
9475,iRAU6hODSck,2235467,19695,4574,PT7M7S
9476,iLZa87vT8QM,265778,1907,166,PT3M4S
9477,YkWjfSi9Jrg,555814,5837,338,PT6M56S
9478,NYuXXgiaZAo,187916,3102,132,PT44S
9479,DpTlS2vcWwM,392021,4010,540,PT4M45S
9480,79pAzIreGfY,351003,1961,398,PT4M59S
9481,_YxMJcmX7WY,89994,1271,102,PT2M24S
9482,c2WvstZBbaA,1410736,23922,1236,PT6M11S
9483,-trZJXdcp_E,403879,5334,283,PT2M12S
9484,oQhz9BGN8j4,2512461,27247,618,PT6M57S
9485,lBwoiJDeqHY,627850,5098,208,PT6M54S
9486,fXKX7aEVru0,98632,1095,79,PT2M46S
9487,Up87zuQ9eaI,162629,1460,146,PT3M41S
9488,TFwjt1GGxg4,137594,1559,65,PT2M41S
9489,DeI6Mpd9Qys,191980,2047,153,PT2M38S
9490,69Glq3big8s,114359,2254,146,PT31S
9491,-brhkaVwMAA,102673,1065,56,PT1M49S
9492,PMvFv-5E344,965141,7982,666,PT1M48S
9493,ESWZWJaLeGo,191879,2869,131,PT4M34S
9494,CW49viJNOHc,528730,9114,1730,PT4M59S
9495,6MkKlnw9c7c,1009029,17362,5197,PT6M44S
9496,sZO9hPTqhuI,236390,2718,264,PT1M7S
9497,Yktsv0_q42Q,112791,1631,61,PT26S
9498,MyPbLmXYxTs,119020,3074,101,PT2M32S
9499,FHaaYzDqVBQ,135498,2721,198,PT4M58S
9500,ET3L0KbdnV4,125512,957,69,PT2M19S
9501,1R4PowO4y-M,359805,3733,246,PT4M7S
9502,s3c2c0_IBmY,265376,4974,201,PT1M13S
9503,jvim_WzVJKQ,317350,3929,1454,PT3M15S
9504,EdQo4hnpcXc,115620,1817,96,PT33S
9505,yx2JSkUWhqU,253907,1670,492,PT3M16S
9506,xqJTctgEmEs,266534,3557,120,PT3M15S
9507,oX5TTWd0R70,120808,1011,166,PT7M35S
9508,g7OMgsD7T74,1101693,17715,818,PT4M30S
9509,bRauxwKiKJM,129276,1773,165,PT2M33S
9510,Q62gRE54q0M,125692,1381,76,PT4M32S
9511,b9QV_Y2ARxg,138708,2015,158,PT4M44S
9512,QT3Tet6a9P0,203300,2223,167,PT29S
9513,m_S8H-4lLjM,85110,544,58,PT1M23S
9514,f7-7HLCpdCg,677650,6895,919,PT5M35S
9515,buFbk5fQCRc,2284474,23633,7438,PT4M23S
9516,_TEGbxc096Y,305683,3526,150,PT2M13S
9517,PjBxYw4SJVg,1024123,9532,533,PT5M23S
9518,GqHI0AXyYaE,211173,1709,296,PT6M47S
9519,2tREB7ruHlk,90400,1304,62,PT4M43S
9520,cri4qTOfF_Q,48109,841,38,PT2M18S
9521,fhcDYPETKI8,302417,2999,170,PT4M15S
9522,-BOUZv1BynQ,3758017,31946,1081,PT3M30S
9523,zWU8FMT5f4Y,633283,6218,950,PT5M34S
9524,Y-DcX1fCTaU,173512,1461,222,PT5M53S
9525,UXZxER7-DcA,635662,5892,437,PT5M59S
9526,MtdiGPLQxAw,2618593,19221,1258,PT4M
9527,8iQqctWDWIE,1619069,23951,703,PT1M2S
9528,6m201WxzdvY,341681,3862,159,PT3M27S
9529,3lJAwsjGM5Q,162980,1892,155,PT4M28S
9530,wUL0yburYo8,133069,1381,185,PT1M43S
9531,y3VMLmzayYU,332693,2461,161,PT3M46S
9532,wCFBAKrhKFg,138479,1122,104,PT3M51S
9533,qGDG2OWjd10,158696,2321,85,PT4M13S
9534,iriukGqNdtI,88777,1079,90,PT3M30S
9535,Rqr_2RW_DFE,95328,1586,123,PT3M55S
9536,QnJSeYZzvl0,366631,4474,203,PT3M24S
9537,LYmkjBJhs6Y,87294,997,36,PT54S
9538,LPzVvP_Eutg,612428,4188,1232,PT2M21S
9539,jAi48-cf7rM,304810,3020,137,PT5M20S
9540,iRG_iHeJhA0,397056,3259,320,PT2M47S
9541,aYuZOl6B-vs,173832,2152,202,PT3M
9542,_La3GKRRR80,202426,3619,119,PT52S
9543,Z7tk2_TGCf4,241813,3506,127,PT6M6S
9544,Y1Mkg4pn9rs,224897,1490,159,PT4M34S
9545,JW-rzm97QeA,1940842,19286,337,PT2M17S
9546,C58k0piNRPQ,1286299,11964,431,PT3M54S
9547,PQRcnjSdN6s,168250,1004,156,PT44S
9548,wKRln_Xxa1Q,213081,2553,165,PT3M16S
9549,DFqYuC40JYA,176337,1736,207,PT2M38S
9550,jy0_UnaAG-k,1805916,13476,768,PT6M20S
9551,bEOvuuWxtng,224058,2487,118,PT2M35S
